,Summary,Packet Size,Network Protocol,Transport Protocol,Operation,Source
5862,IP UDP 10.0.2.15:52464 172.64.155.141:https Raw,103,IP,UDP,Transport,10.0.2.15:52464
5863,IP UDP 10.0.2.15:52464 172.64.155.141:https Raw,197,IP,UDP,Transport,10.0.2.15:52464
5864,IP UDP 10.0.2.15:52464 172.64.155.141:https Raw,122,IP,UDP,Transport,10.0.2.15:52464
5865,IP UDP 10.0.2.15:52464 172.64.155.141:https Raw,1405,IP,UDP,Transport,10.0.2.15:52464
5866,IP UDP 10.0.2.15:52464 172.64.155.141:https Raw,1405,IP,UDP,Transport,10.0.2.15:52464
5867,IP UDP 10.0.2.15:52464 172.64.155.141:https Raw,1405,IP,UDP,Transport,10.0.2.15:52464
5868,IP UDP 10.0.2.15:52464 172.64.155.141:https Raw,879,IP,UDP,Transport,10.0.2.15:52464
5869,IP UDP 172.64.155.141:https 10.0.2.15:52464 Raw,584,IP,UDP,Transport,172.64.155.141:https
5870,IP UDP 172.64.155.141:https 10.0.2.15:52464 Raw,75,IP,UDP,Transport,172.64.155.141:https
5871,IP UDP 172.64.155.141:https 10.0.2.15:52464 Raw,75,IP,UDP,Transport,172.64.155.141:https
5872,IP UDP 172.64.155.141:https 10.0.2.15:52464 Raw,100,IP,UDP,Transport,172.64.155.141:https
5873,IP UDP 10.0.2.15:52464 172.64.155.141:https Raw,93,IP,UDP,Transport,10.0.2.15:52464
5874,IP UDP 172.64.155.141:https 10.0.2.15:52464 Raw,75,IP,UDP,Transport,172.64.155.141:https
5875,IP UDP 172.64.155.141:https 10.0.2.15:52464 Raw,74,IP,UDP,Transport,172.64.155.141:https
5876,IP UDP 172.64.155.141:https 10.0.2.15:52464 Raw,74,IP,UDP,Transport,172.64.155.141:https
5877,IP UDP 172.64.155.141:https 10.0.2.15:52464 Raw,1248,IP,UDP,Transport,172.64.155.141:https
5878,IP UDP 172.64.155.141:https 10.0.2.15:52464 Raw,1148,IP,UDP,Transport,172.64.155.141:https
5879,IP UDP 10.0.2.15:52464 172.64.155.141:https Raw,92,IP,UDP,Transport,10.0.2.15:52464
5880,"IP UDP DNS Qry ""b'profile.accounts.firefox.com.'""",105,IP,UDP,DNS-Qry,"""b'profile.accounts.firefox.com.'"""
5881,"IP UDP DNS Qry ""b'profile.accounts.firefox.com.'""",105,IP,UDP,DNS-Qry,"""b'profile.accounts.firefox.com.'"""
5882,"IP UDP DNS Qry ""b'profile.accounts.firefox.com.'""",94,IP,UDP,DNS-Qry,"""b'profile.accounts.firefox.com.'"""
5883,"IP UDP DNS Qry ""b'profile.accounts.firefox.com.'""",94,IP,UDP,DNS-Qry,"""b'profile.accounts.firefox.com.'"""
5884,"IP UDP DNS Qry ""b'sync-1-us-west1-g.sync.services.mozilla.com.'""",120,IP,UDP,DNS-Qry,"""b'sync-1-us-west1-g.sync.services.mozilla.com.'"""
5885,"IP UDP DNS Qry ""b'sync-1-us-west1-g.sync.services.mozilla.com.'""",120,IP,UDP,DNS-Qry,"""b'sync-1-us-west1-g.sync.services.mozilla.com.'"""
5886,"IP UDP DNS Qry ""b'sync-1-us-west1-g.sync.services.mozilla.com.'""",120,IP,UDP,DNS-Qry,"""b'sync-1-us-west1-g.sync.services.mozilla.com.'"""
5887,"IP UDP DNS Ans ""35.186.227.140""",136,IP,UDP,DNS-Ans,"""35.186.227.140"""
5888,"IP UDP DNS Qry ""b'sync-1-us-west1-g.sync.services.mozilla.com.'""",109,IP,UDP,DNS-Qry,"""b'sync-1-us-west1-g.sync.services.mozilla.com.'"""
5889,"IP UDP DNS Ans ""35.186.227.140""",136,IP,UDP,DNS-Ans,"""35.186.227.140"""
5890,IP UDP DNS Ans,94,IP,UDP,DNS-Ans,Unknown
5891,IP UDP DNS Ans,105,IP,UDP,DNS-Ans,Unknown
5892,IP TCP 10.0.2.15:46646 35.186.227.140:https S,80,IP,TCP,Connection-Transport,10.0.2.15:46646
5893,"IP UDP DNS Ans ""34.110.207.168""",110,IP,UDP,DNS-Ans,"""34.110.207.168"""
5894,"IP UDP DNS Ans ""34.110.207.168""",121,IP,UDP,DNS-Ans,"""34.110.207.168"""
5895,IP UDP DNS Ans,193,IP,UDP,DNS-Ans,Unknown
5896,IP UDP DNS Ans,204,IP,UDP,DNS-Ans,Unknown
5897,IP UDP 10.0.2.15:36297 34.110.207.168:https Raw,1405,IP,UDP,Transport,10.0.2.15:36297
5898,IP TCP 35.186.227.140:https 10.0.2.15:46646 SA Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
5899,IP TCP 10.0.2.15:46646 35.186.227.140:https A,60,IP,TCP,Connection-Transport,10.0.2.15:46646
5900,IP TCP 10.0.2.15:46646 35.186.227.140:https PA Raw,751,IP,TCP,Connection-Transport,10.0.2.15:46646
5901,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
5902,IP UDP 34.110.207.168:https 10.0.2.15:36297 Raw,1405,IP,UDP,Transport,34.110.207.168:https
5903,IP UDP 34.110.207.168:https 10.0.2.15:36297 Raw,1405,IP,UDP,Transport,34.110.207.168:https
5904,IP UDP 34.110.207.168:https 10.0.2.15:36297 Raw,1278,IP,UDP,Transport,34.110.207.168:https
5905,IP UDP 10.0.2.15:36297 34.110.207.168:https Raw,91,IP,UDP,Transport,10.0.2.15:36297
5906,IP UDP 10.0.2.15:36297 34.110.207.168:https Raw,179,IP,UDP,Transport,10.0.2.15:36297
5907,IP UDP 10.0.2.15:36297 34.110.207.168:https Raw,118,IP,UDP,Transport,10.0.2.15:36297
5908,IP UDP 10.0.2.15:36297 34.110.207.168:https Raw,1029,IP,UDP,Transport,10.0.2.15:36297
5909,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Raw,2980,IP,TCP,Connection-Transport,35.186.227.140:https
5910,IP TCP 10.0.2.15:46646 35.186.227.140:https A,60,IP,TCP,Connection-Transport,10.0.2.15:46646
5911,IP TCP 35.186.227.140:https 10.0.2.15:46646 PA Raw,253,IP,TCP,Connection-Transport,35.186.227.140:https
5912,IP TCP 10.0.2.15:46646 35.186.227.140:https A,60,IP,TCP,Connection-Transport,10.0.2.15:46646
5913,IP TCP 10.0.2.15:46646 35.186.227.140:https PA Raw,124,IP,TCP,Connection-Transport,10.0.2.15:46646
5914,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
5915,IP TCP 10.0.2.15:46646 35.186.227.140:https PA Raw,230,IP,TCP,Connection-Transport,10.0.2.15:46646
5916,IP TCP 10.0.2.15:46646 35.186.227.140:https PA Raw,838,IP,TCP,Connection-Transport,10.0.2.15:46646
5917,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
5918,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
5919,IP UDP 34.110.207.168:https 10.0.2.15:36297 Raw,554,IP,UDP,Transport,34.110.207.168:https
5920,IP UDP 34.110.207.168:https 10.0.2.15:36297 Raw,171,IP,UDP,Transport,34.110.207.168:https
5921,IP UDP 34.110.207.168:https 10.0.2.15:36297 Raw,74,IP,UDP,Transport,34.110.207.168:https
5922,IP UDP 10.0.2.15:36297 34.110.207.168:https Raw,79,IP,UDP,Transport,10.0.2.15:36297
5923,IP UDP 34.110.207.168:https 10.0.2.15:36297 Raw,78,IP,UDP,Transport,34.110.207.168:https
5924,IP TCP 35.186.227.140:https 10.0.2.15:46646 PA Raw,677,IP,TCP,Connection-Transport,35.186.227.140:https
5925,IP TCP 10.0.2.15:46646 35.186.227.140:https PA Raw,91,IP,TCP,Connection-Transport,10.0.2.15:46646
5926,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
5927,IP UDP 10.0.2.15:36297 34.110.207.168:https Raw,80,IP,UDP,Transport,10.0.2.15:36297
5928,IP UDP 34.110.207.168:https 10.0.2.15:36297 Raw,402,IP,UDP,Transport,34.110.207.168:https
5929,IP UDP 10.0.2.15:36297 34.110.207.168:https Raw,84,IP,UDP,Transport,10.0.2.15:36297
5930,IP TCP 35.186.227.140:https 10.0.2.15:46646 PA Raw,454,IP,TCP,Connection-Transport,35.186.227.140:https
5931,IP TCP 35.186.227.140:https 10.0.2.15:46646 PA Raw,363,IP,TCP,Connection-Transport,35.186.227.140:https
5932,IP TCP 10.0.2.15:46646 35.186.227.140:https A,60,IP,TCP,Connection-Transport,10.0.2.15:46646
5933,IP TCP 10.0.2.15:46646 35.186.227.140:https PA Raw,99,IP,TCP,Connection-Transport,10.0.2.15:46646
5934,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
5935,"IP UDP DNS Qry ""b'sync-1-us-west1-g.sync.services.mozilla.com.'""",120,IP,UDP,DNS-Qry,"""b'sync-1-us-west1-g.sync.services.mozilla.com.'"""
5936,"IP UDP DNS Qry ""b'sync-1-us-west1-g.sync.services.mozilla.com.'""",120,IP,UDP,DNS-Qry,"""b'sync-1-us-west1-g.sync.services.mozilla.com.'"""
5937,IP TCP 10.0.2.15:46646 35.186.227.140:https PA Raw,658,IP,TCP,Connection-Transport,10.0.2.15:46646
5938,"IP UDP DNS Ans ""35.186.227.140""",136,IP,UDP,DNS-Ans,"""35.186.227.140"""
5939,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
5940,"IP UDP DNS Qry ""b'sync-1-us-west1-g.sync.services.mozilla.com.'""",109,IP,UDP,DNS-Qry,"""b'sync-1-us-west1-g.sync.services.mozilla.com.'"""
5941,IP UDP DNS Ans,109,IP,UDP,DNS-Ans,Unknown
5942,IP UDP DNS Ans,120,IP,UDP,DNS-Ans,Unknown
5943,IP UDP 34.110.207.168:https 10.0.2.15:36297 Raw,75,IP,UDP,Transport,34.110.207.168:https
5944,IP TCP 35.186.227.140:https 10.0.2.15:46646 PA Raw,413,IP,TCP,Connection-Transport,35.186.227.140:https
5945,IP TCP 10.0.2.15:46646 35.186.227.140:https PA Raw,99,IP,TCP,Connection-Transport,10.0.2.15:46646
5946,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
5947,"IP UDP DNS Qry ""b'sync-1-us-west1-g.sync.services.mozilla.com.'""",120,IP,UDP,DNS-Qry,"""b'sync-1-us-west1-g.sync.services.mozilla.com.'"""
5948,"IP UDP DNS Qry ""b'sync-1-us-west1-g.sync.services.mozilla.com.'""",120,IP,UDP,DNS-Qry,"""b'sync-1-us-west1-g.sync.services.mozilla.com.'"""
5949,"IP UDP DNS Ans ""35.186.227.140""",136,IP,UDP,DNS-Ans,"""35.186.227.140"""
5950,IP TCP 10.0.2.15:46646 35.186.227.140:https PA Raw,668,IP,TCP,Connection-Transport,10.0.2.15:46646
5951,"IP UDP DNS Qry ""b'sync-1-us-west1-g.sync.services.mozilla.com.'""",109,IP,UDP,DNS-Qry,"""b'sync-1-us-west1-g.sync.services.mozilla.com.'"""
5952,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
5953,IP UDP DNS Ans,109,IP,UDP,DNS-Ans,Unknown
5954,IP UDP DNS Ans,120,IP,UDP,DNS-Ans,Unknown
5955,IP TCP 35.186.227.140:https 10.0.2.15:46646 PA Raw,1571,IP,TCP,Connection-Transport,35.186.227.140:https
5956,IP TCP 10.0.2.15:46646 35.186.227.140:https A,60,IP,TCP,Connection-Transport,10.0.2.15:46646
5957,IP TCP 35.186.227.140:https 10.0.2.15:46646 PA Raw,489,IP,TCP,Connection-Transport,35.186.227.140:https
5958,IP TCP 10.0.2.15:46646 35.186.227.140:https PA Raw,99,IP,TCP,Connection-Transport,10.0.2.15:46646
5959,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
5960,"IP UDP DNS Qry ""b'sync-1-us-west1-g.sync.services.mozilla.com.'""",120,IP,UDP,DNS-Qry,"""b'sync-1-us-west1-g.sync.services.mozilla.com.'"""
5961,"IP UDP DNS Qry ""b'sync-1-us-west1-g.sync.services.mozilla.com.'""",120,IP,UDP,DNS-Qry,"""b'sync-1-us-west1-g.sync.services.mozilla.com.'"""
5962,"IP UDP DNS Ans ""35.186.227.140""",136,IP,UDP,DNS-Ans,"""35.186.227.140"""
5963,"IP UDP DNS Qry ""b'sync-1-us-west1-g.sync.services.mozilla.com.'""",109,IP,UDP,DNS-Qry,"""b'sync-1-us-west1-g.sync.services.mozilla.com.'"""
5964,IP TCP 10.0.2.15:46646 35.186.227.140:https PA Raw,711,IP,TCP,Connection-Transport,10.0.2.15:46646
5965,IP TCP 10.0.2.15:46646 35.186.227.140:https PA Raw,1011,IP,TCP,Connection-Transport,10.0.2.15:46646
5966,IP TCP 10.0.2.15:46646 35.186.227.140:https PA Raw,1070,IP,TCP,Connection-Transport,10.0.2.15:46646
5967,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
5968,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
5969,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
5970,IP UDP DNS Ans,109,IP,UDP,DNS-Ans,Unknown
5971,IP UDP DNS Ans,120,IP,UDP,DNS-Ans,Unknown
5972,IP TCP 35.186.227.140:https 10.0.2.15:46646 PA Raw,155,IP,TCP,Connection-Transport,35.186.227.140:https
5973,IP TCP 35.186.227.140:https 10.0.2.15:46646 PA Raw,156,IP,TCP,Connection-Transport,35.186.227.140:https
5974,IP TCP 35.186.227.140:https 10.0.2.15:46646 PA Raw,99,IP,TCP,Connection-Transport,35.186.227.140:https
5975,IP TCP 10.0.2.15:46646 35.186.227.140:https A,60,IP,TCP,Connection-Transport,10.0.2.15:46646
5976,IP TCP 10.0.2.15:46646 35.186.227.140:https PA Raw,99,IP,TCP,Connection-Transport,10.0.2.15:46646
5977,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
5978,"IP UDP DNS Qry ""b'sync-1-us-west1-g.sync.services.mozilla.com.'""",120,IP,UDP,DNS-Qry,"""b'sync-1-us-west1-g.sync.services.mozilla.com.'"""
5979,"IP UDP DNS Qry ""b'sync-1-us-west1-g.sync.services.mozilla.com.'""",120,IP,UDP,DNS-Qry,"""b'sync-1-us-west1-g.sync.services.mozilla.com.'"""
5980,"IP UDP DNS Ans ""35.186.227.140""",136,IP,UDP,DNS-Ans,"""35.186.227.140"""
5981,"IP UDP DNS Qry ""b'sync-1-us-west1-g.sync.services.mozilla.com.'""",109,IP,UDP,DNS-Qry,"""b'sync-1-us-west1-g.sync.services.mozilla.com.'"""
5982,IP TCP 10.0.2.15:46646 35.186.227.140:https PA Raw,690,IP,TCP,Connection-Transport,10.0.2.15:46646
5983,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
5984,IP TCP 10.0.2.15:46646 35.186.227.140:https PA Raw,389,IP,TCP,Connection-Transport,10.0.2.15:46646
5985,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
5986,IP UDP DNS Ans,109,IP,UDP,DNS-Ans,Unknown
5987,IP UDP DNS Ans,120,IP,UDP,DNS-Ans,Unknown
5988,IP TCP 35.186.227.140:https 10.0.2.15:46646 PA Raw,155,IP,TCP,Connection-Transport,35.186.227.140:https
5989,IP TCP 35.186.227.140:https 10.0.2.15:46646 PA Raw,199,IP,TCP,Connection-Transport,35.186.227.140:https
5990,IP TCP 10.0.2.15:46646 35.186.227.140:https A,60,IP,TCP,Connection-Transport,10.0.2.15:46646
5991,IP TCP 10.0.2.15:46646 35.186.227.140:https PA Raw,99,IP,TCP,Connection-Transport,10.0.2.15:46646
5992,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
5993,"IP UDP DNS Qry ""b'sync-1-us-west1-g.sync.services.mozilla.com.'""",120,IP,UDP,DNS-Qry,"""b'sync-1-us-west1-g.sync.services.mozilla.com.'"""
5994,"IP UDP DNS Ans ""35.186.227.140""",136,IP,UDP,DNS-Ans,"""35.186.227.140"""
5995,"IP UDP DNS Qry ""b'sync-1-us-west1-g.sync.services.mozilla.com.'""",120,IP,UDP,DNS-Qry,"""b'sync-1-us-west1-g.sync.services.mozilla.com.'"""
5996,"IP UDP DNS Qry ""b'sync-1-us-west1-g.sync.services.mozilla.com.'""",109,IP,UDP,DNS-Qry,"""b'sync-1-us-west1-g.sync.services.mozilla.com.'"""
5997,IP TCP 10.0.2.15:46646 35.186.227.140:https PA Raw,691,IP,TCP,Connection-Transport,10.0.2.15:46646
5998,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
5999,IP TCP 10.0.2.15:46646 35.186.227.140:https PA Raw,1008,IP,TCP,Connection-Transport,10.0.2.15:46646
6000,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
6001,IP UDP DNS Ans,109,IP,UDP,DNS-Ans,Unknown
6002,IP TCP 10.0.2.15:46646 35.186.227.140:https PA Raw,2491,IP,TCP,Connection-Transport,10.0.2.15:46646
6003,IP UDP DNS Ans,120,IP,UDP,DNS-Ans,Unknown
6004,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
6005,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
6006,IP TCP 35.186.227.140:https 10.0.2.15:46646 PA Raw,155,IP,TCP,Connection-Transport,35.186.227.140:https
6007,IP TCP 35.186.227.140:https 10.0.2.15:46646 PA Raw,270,IP,TCP,Connection-Transport,35.186.227.140:https
6008,IP TCP 10.0.2.15:46646 35.186.227.140:https A,60,IP,TCP,Connection-Transport,10.0.2.15:46646
6009,IP TCP 10.0.2.15:46646 35.186.227.140:https PA Raw,99,IP,TCP,Connection-Transport,10.0.2.15:46646
6010,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
6011,"IP UDP DNS Qry ""b'www.timeanddate.com.'""",96,IP,UDP,DNS-Qry,"""b'www.timeanddate.com.'"""
6012,"IP UDP DNS Ans ""b'www.timeanddate.com.cdn.cloudflare.net.'""",180,IP,UDP,DNS-Ans,"""b'www.timeanddate.com.cdn.cloudflare.net.'"""
6013,"IP UDP DNS Qry ""b'www.timeanddate.com.'""",96,IP,UDP,DNS-Qry,"""b'www.timeanddate.com.'"""
6014,"IP UDP DNS Qry ""b'www.timeanddate.com.cdn.cloudflare.net.'""",104,IP,UDP,DNS-Qry,"""b'www.timeanddate.com.cdn.cloudflare.net.'"""
6015,"IP UDP DNS Qry ""b'chat.openai.com.'""",92,IP,UDP,DNS-Qry,"""b'chat.openai.com.'"""
6016,"IP UDP DNS Qry ""b'chat.openai.com.'""",92,IP,UDP,DNS-Qry,"""b'chat.openai.com.'"""
6017,"IP UDP DNS Qry ""b'chat.openai.com.'""",81,IP,UDP,DNS-Qry,"""b'chat.openai.com.'"""
6018,"IP UDP DNS Qry ""b'github.com.'""",87,IP,UDP,DNS-Qry,"""b'github.com.'"""
6019,"IP UDP DNS Qry ""b'github.com.'""",87,IP,UDP,DNS-Qry,"""b'github.com.'"""
6020,"IP UDP DNS Qry ""b'chat.openai.com.'""",81,IP,UDP,DNS-Qry,"""b'chat.openai.com.'"""
6021,"IP UDP DNS Qry ""b'github.com.'""",76,IP,UDP,DNS-Qry,"""b'github.com.'"""
6022,"IP UDP DNS Qry ""b'github.com.'""",76,IP,UDP,DNS-Qry,"""b'github.com.'"""
6023,"IP UDP DNS Ans ""b'chat.openai.com.cdn.cloudflare.net.'""",161,IP,UDP,DNS-Ans,"""b'chat.openai.com.cdn.cloudflare.net.'"""
6024,"IP UDP DNS Ans ""b'chat.openai.com.cdn.cloudflare.net.'""",172,IP,UDP,DNS-Ans,"""b'chat.openai.com.cdn.cloudflare.net.'"""
6025,IP UDP DNS Ans,76,IP,UDP,DNS-Ans,Unknown
6026,IP UDP DNS Ans,87,IP,UDP,DNS-Ans,Unknown
6027,IP UDP DNS Ans,162,IP,UDP,DNS-Ans,Unknown
6028,"IP UDP DNS Ans ""b'chat.openai.com.cdn.cloudflare.net.'""",185,IP,UDP,DNS-Ans,"""b'chat.openai.com.cdn.cloudflare.net.'"""
6029,"IP UDP DNS Ans ""140.82.121.3""",92,IP,UDP,DNS-Ans,"""140.82.121.3"""
6030,"IP UDP DNS Ans ""b'www.timeanddate.com.cdn.cloudflare.net.'""",235,IP,UDP,DNS-Ans,"""b'www.timeanddate.com.cdn.cloudflare.net.'"""
6031,"IP UDP DNS Ans ""140.82.121.3""",103,IP,UDP,DNS-Ans,"""140.82.121.3"""
6032,"IP UDP DNS Ans ""b'chat.openai.com.cdn.cloudflare.net.'""",196,IP,UDP,DNS-Ans,"""b'chat.openai.com.cdn.cloudflare.net.'"""
6033,"IP UDP DNS Qry ""b'duckduckgo.com.'""",91,IP,UDP,DNS-Qry,"""b'duckduckgo.com.'"""
6034,"IP UDP DNS Qry ""b'duckduckgo.com.'""",91,IP,UDP,DNS-Qry,"""b'duckduckgo.com.'"""
6035,"IP UDP DNS Qry ""b'duckduckgo.com.'""",80,IP,UDP,DNS-Qry,"""b'duckduckgo.com.'"""
6036,"IP UDP DNS Qry ""b'duckduckgo.com.'""",80,IP,UDP,DNS-Qry,"""b'duckduckgo.com.'"""
6037,IP UDP DNS Ans,80,IP,UDP,DNS-Ans,Unknown
6038,IP UDP DNS Ans,91,IP,UDP,DNS-Ans,Unknown
6039,"IP UDP DNS Ans ""40.114.177.156""",96,IP,UDP,DNS-Ans,"""40.114.177.156"""
6040,"IP UDP DNS Ans ""40.114.177.156""",107,IP,UDP,DNS-Ans,"""40.114.177.156"""
6041,IP TCP 140.82.112.25:https 10.0.2.15:40534 PA Raw,86,IP,TCP,Connection-Transport,140.82.112.25:https
6042,IP TCP 10.0.2.15:40534 140.82.112.25:https PA Raw,90,IP,TCP,Connection-Transport,10.0.2.15:40534
6043,IP TCP 140.82.112.25:https 10.0.2.15:40534 A Padding,66,IP,TCP,Connection-Transport,140.82.112.25:https
6044,IP TCP 10.0.2.15:46318 34.117.237.239:https PA Raw,99,IP,TCP,Connection-Transport,10.0.2.15:46318
6045,IP TCP 34.117.237.239:https 10.0.2.15:46318 A Padding,66,IP,TCP,Connection-Transport,34.117.237.239:https
6046,IP TCP 10.0.2.15:52520 146.75.1.170:https PA Raw,106,IP,TCP,Connection-Transport,10.0.2.15:52520
6047,IP TCP 146.75.1.170:https 10.0.2.15:52520 A Padding,66,IP,TCP,Connection-Transport,146.75.1.170:https
6048,IP TCP 10.0.2.15:46318 34.117.237.239:https PA Raw,84,IP,TCP,Connection-Transport,10.0.2.15:46318
6049,IP TCP 34.117.237.239:https 10.0.2.15:46318 A Padding,66,IP,TCP,Connection-Transport,34.117.237.239:https
6050,IP TCP 10.0.2.15:46318 34.117.237.239:https FA,60,IP,TCP,Connection-Transport,10.0.2.15:46318
6051,IP TCP 34.117.237.239:https 10.0.2.15:46318 A Padding,66,IP,TCP,Connection-Transport,34.117.237.239:https
6052,IP TCP 10.0.2.15:52520 146.75.1.170:https PA Raw,91,IP,TCP,Connection-Transport,10.0.2.15:52520
6053,IP TCP 146.75.1.170:https 10.0.2.15:52520 A Padding,66,IP,TCP,Connection-Transport,146.75.1.170:https
6054,IP TCP 10.0.2.15:52520 146.75.1.170:https FA,60,IP,TCP,Connection-Transport,10.0.2.15:52520
6055,IP TCP 146.75.1.170:https 10.0.2.15:52520 A Padding,66,IP,TCP,Connection-Transport,146.75.1.170:https
6056,IP TCP 34.117.237.239:https 10.0.2.15:46318 FA Padding,66,IP,TCP,Connection-Transport,34.117.237.239:https
6057,IP TCP 10.0.2.15:46318 34.117.237.239:https A,60,IP,TCP,Connection-Transport,10.0.2.15:46318
6058,IP TCP 146.75.1.170:https 10.0.2.15:52520 PA Raw,91,IP,TCP,Connection-Transport,146.75.1.170:https
6059,IP TCP 10.0.2.15:52520 146.75.1.170:https R,60,IP,TCP,Connection-Transport,10.0.2.15:52520
6060,IP TCP 146.75.1.170:https 10.0.2.15:52520 FA Padding,66,IP,TCP,Connection-Transport,146.75.1.170:https
6061,IP TCP 10.0.2.15:52520 146.75.1.170:https R,60,IP,TCP,Connection-Transport,10.0.2.15:52520
6062,IP TCP 146.75.1.170:https 10.0.2.15:52520 RA Padding,66,IP,TCP,Connection-Transport,146.75.1.170:https
6063,ARP 10.0.2.2 says 10.0.2.15,48,ARP,Other,,Unknown
6064,ARP is at 52:54:00:12:35:02 says 10.0.2.2 Padding,66,ARP,Other,,says
6065,IP TCP 10.0.2.15:46646 35.186.227.140:https PA Raw,99,IP,TCP,Connection-Transport,10.0.2.15:46646
6066,IP TCP 35.186.227.140:https 10.0.2.15:46646 A Padding,66,IP,TCP,Connection-Transport,35.186.227.140:https
6067,IP TCP 35.186.227.140:https 10.0.2.15:46646 PA Raw,99,IP,TCP,Connection-Transport,35.186.227.140:https
6068,IP TCP 10.0.2.15:46646 35.186.227.140:https A,60,IP,TCP,Connection-Transport,10.0.2.15:46646
6069,IP TCP 140.82.112.25:https 10.0.2.15:40534 PA Raw,101,IP,TCP,Connection-Transport,140.82.112.25:https
6070,IP TCP 10.0.2.15:40534 140.82.112.25:https PA Raw,105,IP,TCP,Connection-Transport,10.0.2.15:40534
6071,IP TCP 140.82.112.25:https 10.0.2.15:40534 A Padding,66,IP,TCP,Connection-Transport,140.82.112.25:https
6072,IP TCP 140.82.112.25:https 10.0.2.15:40534 PA Raw,84,IP,TCP,Connection-Transport,140.82.112.25:https
6073,IP TCP 140.82.112.25:https 10.0.2.15:40534 FA Padding,66,IP,TCP,Connection-Transport,140.82.112.25:https
6074,IP TCP 10.0.2.15:40534 140.82.112.25:https PA Raw,84,IP,TCP,Connection-Transport,10.0.2.15:40534
6075,IP TCP 140.82.112.25:https 10.0.2.15:40534 A Padding,66,IP,TCP,Connection-Transport,140.82.112.25:https
6076,IP TCP 10.0.2.15:40534 140.82.112.25:https FA,60,IP,TCP,Connection-Transport,10.0.2.15:40534
6077,IP TCP 140.82.112.25:https 10.0.2.15:40534 A Padding,66,IP,TCP,Connection-Transport,140.82.112.25:https
6078,"IP UDP DNS Qry ""b'alive.github.com.'""",93,IP,UDP,DNS-Qry,"""b'alive.github.com.'"""
6079,"IP UDP DNS Qry ""b'alive.github.com.'""",82,IP,UDP,DNS-Qry,"""b'alive.github.com.'"""
6080,"IP UDP DNS Qry ""b'alive.github.com.'""",93,IP,UDP,DNS-Qry,"""b'alive.github.com.'"""
6081,"IP UDP DNS Qry ""b'alive.github.com.'""",82,IP,UDP,DNS-Qry,"""b'alive.github.com.'"""
6082,"IP UDP DNS Ans ""b'live.github.com.'""",117,IP,UDP,DNS-Ans,"""b'live.github.com.'"""
6083,"IP UDP DNS Ans ""b'live.github.com.'""",128,IP,UDP,DNS-Ans,"""b'live.github.com.'"""
6084,"IP UDP DNS Ans ""b'live.github.com.'""",166,IP,UDP,DNS-Ans,"""b'live.github.com.'"""
